Klasifikasi,KlasifikasiId,TajukLatihan,TajukLatihanId,TempatLatihanId,TempatLatihan,JumlahJam,Jabatan,JabatanId,SkorPenilaian,SkorKlasifikasi
PBP,0,MAJLIS PERASMIAN & ASPIRASI NC SEMPENA BULAN PENDIDIK UPM 2020,17,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN MAKLUMAT DAN KOMUNIKASI,26,4.789,2
PBP,0,MAJLIS PERASMIAN & ASPIRASI NC SEMPENA BULAN PENDIDIK UPM 2020,17,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN MAKLUMAT DAN KOMUNIKASI,26,4.789,2
PBP,0,MAJLIS PERASMIAN & ASPIRASI NC SEMPENA BULAN PENDIDIK UPM 2020,17,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.789,2
PBP,0,MAJLIS PERASMIAN & ASPIRASI NC SEMPENA BULAN PENDIDIK UPM 2020,17,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.789,2
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS KOMPUTER DAN TEKNOLOGI MAKLUMAT,14,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS KOMPUTER DAN TEKNOLOGI MAKLUMAT,14,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS DAN TEKNOLOGI MAKANAN,13,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,SEKOLAH PERNIAGAAN DAN EKONOMI,28,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PENGAJIAN PENDIDIKAN,6,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,INSTITUT KAJIAN PERLADANGAN,15,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS KOMPUTER DAN TEKNOLOGI MAKLUMAT,14,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS KOMPUTER DAN TEKNOLOGI MAKLUMAT,14,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,INSTITUT KAJIAN PERLADANGAN,15,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI EKOLOGI MANUSIA,3,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERHUTANAN DAN ALAM SEKITAR,7,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,INSTITUT KAJIAN PERLADANGAN,15,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PENGAJIAN PENDIDIKAN,6,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERHUTANAN DAN ALAM SEKITAR,7,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS DAN TEKNOLOGI MAKANAN,13,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN VETERINAR,10,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,JABATAN SAINS TANAMAN,21,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT ASASI SAINS PERTANIAN,22,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,JABATAN SAINS DAN TEKNOLOGI,17,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PENGAJIAN PENDIDIKAN,6,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,JABATAN SAINS DAN TEKNOLOGI,17,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,JABATAN SAINS DAN TEKNOLOGI,17,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PENGAJIAN PENDIDIKAN,6,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI BAHASA MODEN DAN KOMUNIKASI,1,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERHUTANAN DAN ALAM SEKITAR,7,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN VETERINAR,10,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.719,1
PBP,0,FORUM BULAN PENDIDIK II - KECEMERLANGAN PERTANIAN MELAHIRKAN USAHAWAN,1,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PENGAJIAN PENDIDIKAN,6,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS KOMPUTER DAN TEKNOLOGI MAKLUMAT,14,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,SEKOLAH PERNIAGAAN DAN EKONOMI,28,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI EKOLOGI MANUSIA,3,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PENGAJIAN PENDIDIKAN,6,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN VETERINAR,10,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,JABATAN SAINS TANAMAN,21,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS KOMPUTER DAN TEKNOLOGI MAKLUMAT,14,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS KOMPUTER DAN TEKNOLOGI MAKLUMAT,14,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERHUTANAN DAN ALAM SEKITAR,7,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT TRANSFORMASI KOMUNITI UNIVERSITI,27,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT TRANSFORMASI KOMUNITI UNIVERSITI,27,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,JABATAN SAINS SOSIAL DAN PENGURUSAN,20,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PENGAJIAN PENDIDIKAN,6,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT TRANSFORMASI KOMUNITI UNIVERSITI,27,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMAJUAN KOMPETENSI BAHASA,24,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI EKOLOGI MANUSIA,3,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS KOMPUTER DAN TEKNOLOGI MAKLUMAT,14,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERHUTANAN DAN ALAM SEKITAR,7,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERHUTANAN DAN ALAM SEKITAR,7,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT ASASI SAINS PERTANIAN,22,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI BIOTEKNOLOGI DAN SAINS BIOMOLEKUL,2,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS DAN TEKNOLOGI MAKANAN,13,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PENGAJIAN PENDIDIKAN,6,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT ASASI SAINS PERTANIAN,22,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN VETERINAR,10,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT TRANSFORMASI KOMUNITI UNIVERSITI,27,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI EKOLOGI MANUSIA,3,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,JABATAN SAINS DAN TEKNOLOGI,17,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,JABATAN SAINS DAN TEKNOLOGI,17,4.719,1
